id,origin_city,origin_state,origin_country,origin_zip_code,dest_city,dest_state,dest_country,dest_zip_code,rate_type,pallet,weight,commodity,user_id_requested,rate,carrier,carrier_name,date_requested,date_completed,user_id_completed,note_completed,facility_code,note_request,ship_date,lane_or_quote,ltl_flags,carrier_active
1033,Sacramento,CA,US,,Richmond,VA,US,,LTL Haz,,869,,,741,,,2024-06-01 19:53:00,,,,,,2024-06-15,lane,,1
1034,Louisville,KY,US,,Jacksonville,FL,US,,Dump,,,,248,2779,,,2022-11-22 00:32:00,,,,,,2022-12-06,lane,,1
1035,Seattle,WA,US,,Boise,ID,US,,Van,,44062,Recycled Metals,,1246,13,Frontier Hauling Co.,2025-02-12 05:29:00,,,,NJ-NWK,,2025-02-21,lane,,1
1036,Reno,NV,US,,Albuquerque,NM,US,87101,Van,,,,,1887,,,2022-10-26 12:52:00,,,,,,2022-10-31,lane,,0
1037,Memphis,TN,,,Indianapolis,IN,US,,Van,,,,,2383,,,2024-11-25 18:03:00,2024-11-25 21:33:00,223,,,,,lane,,1
1038,Houston,TX,US,,Cincinnati,OH,US,,Van,,,,,2133,,,2023-08-28 18:33:00,2023-08-28 22:04:00,244,,,,,lane,,1
1039,Richmond,VA,US,23218,Portland,OR,,,Van,,,,,2450,,,2024-07-06 16:16:00,,,,,,2024-07-10,lane,,1
1040,Denver,CO,,,Los Angeles,CA,,,Van,,,,,1596,,,2024-07-02 04:59:00,,,,,,,quote,,1
1041,Richmond,VA,US,,Atlanta,GA,US,,Van,,,,,1992,9,Summit Trail Freight,2024-08-16 07:30:00,,,,,,2024-08-19,lane,,1
1042,Milwaukee,WI,,53201,Oklahoma City,OK,,73101,Van,,44235,,,923,,,2024-09-16 16:50:00,,,,TX-DAL,,2024-09-20,lane,,1
1043,Phoenix,AZ,US,85001,Cincinnati,OH,US,45201,Dump,,,,,1560,27,Buckeye Hauling,2023-11-01 20:05:00,,,,GA-ATL,,2023-11-12,quote,,0
1044,Long Beach,CA,US,,Indianapolis,IN,,,Van,,40791,,,2374,,,2025-03-20 01:12:00,,,,,,,quote,,1
1045,Orlando,FL,US,,Jacksonville,FL,US,32099,Van,14,,,,2374,28,Heartland Express Co.,2023-07-24 13:30:00,,,,,,2023-08-06,lane,,1
1046,Newark,NJ,,,Salt Lake City,UT,US,,Van,,,,,1088,18,Pinepoint Freight,2023-11-13 22:58:00,2023-11-14 02:52:00,200,,IL-MAIN,,2023-11-24,quote,,1
1047,Pittsburgh,PA,,,St. Louis,MO,,,Van,,,Industrial Machinery,,1949,,,2025-05-26 23:23:00,2025-05-27 00:53:00,180,,,,,lane,,1
1048,Omaha,NE,US,,Salt Lake City,UT,,,Van,,,,,1106,1,Apex Freightways,2022-05-13 20:31:00,,,,,,,lane,,0
1049,Long Beach,CA,,,Pittsburgh,PA,,15201,LTL Haz,,3532,,,1217,,,2023-06-24 15:24:00,,,,,,2023-07-04,lane,,1
1050,Detroit,MI,US,,Memphis,TN,,,Van,,,,,2172,18,Pinepoint Freight,2025-05-24 11:59:00,,,,,,2025-06-04,lane,,1
1051,Phoenix,AZ,,,Minneapolis,MN,US,,Van,,29429,Refrigerated Goods,,1383,,,2025-04-08 01:08:00,,,,,,,lane,,1
1052,New Orleans,LA,,,Cincinnati,OH,US,,Van,,25761,,,1280,,,2022-11-02 09:17:00,,,,,,2022-11-07,lane,,1
1053,Boise,ID,US,,Portland,OR,US,97201,Van,,39994,,175,2508,,,2022-09-13 06:04:00,,,,,,,lane,,1
1054,Cleveland,OH,US,,Boise,ID,,83701,Van,,,,,1387,22,Vanguard Freight Co.,2023-01-03 10:21:00,2023-01-03 13:27:00,73,,,,,lane,,1
1055,Pittsburgh,PA,US,,Houston,TX,,77002,Van,,27974,,,1167,9,Summit Trail Freight,2023-06-29 23:47:00,,,,,,2023-07-07,quote,,1
1056,Des Moines,IA,US,50301,Phoenix,AZ,US,85001,Van,,,,,992,23,Driftless Trucking,2024-05-02 13:27:00,2024-05-02 14:18:00,33,,,,2024-05-15,lane,,1
1057,Milwaukee,WI,,53201,Kansas City,MO,,,Dump,,41567,Chemicals (non-haz),,2442,10,Tideland Logistics,2025-03-27 15:51:00,,,,,,2025-03-29,lane,,1
1058,Charlotte,NC,,28201,Houston,TX,,77002,Van,,47912,,94,1677,21,Skyline Logistics,2023-01-04 23:12:00,2023-01-04 23:22:00,33,,,,2023-01-05,quote,,0
1059,Memphis,TN,US,,Minneapolis,MN,US,,Van,,41332,,,1663,28,Heartland Express Co.,2022-07-11 02:16:00,,,,TX-DAL,,2022-07-14,lane,,1
1060,St. Louis,MO,,,Dallas,TX,US,,Van,,,,74,1104,18,Pinepoint Freight,2024-10-30 03:42:00,,,,IL-MAIN,,,lane,,1
1061,Richmond,VA,US,23218,Nashville,TN,US,,Van,,,Paper Products,,1436,26,Old Glory Freight,2024-01-15 09:21:00,2024-01-15 10:40:00,67,,,,2024-01-20,quote,,1
1062,Birmingham,AL,US,,New Orleans,LA,,70112,Dump,,45926,,,2873,27,Buckeye Hauling,2025-04-18 08:42:00,,,,,,2025-04-24,quote,,1
1063,Portland,OR,US,,Kansas City,MO,US,64101,Van,,45980,,,2308,8,Northwind Trucking,2025-06-17 16:03:00,,,,,,2025-06-22,quote,,1
1064,Phoenix,AZ,,,Pittsburgh,PA,,,Van,,,,,1937,,,2024-08-10 22:44:00,,,,TX-DAL,,2024-08-21,lane,,1
1065,Los Angeles,CA,US,90001,Kansas City,MO,US,,Dump,,28926,,164,3110,18,Pinepoint Freight,2024-10-20 13:12:00,,,,,,2024-10-24,lane,,1
1066,Charlotte,NC,US,,Buffalo,NY,US,14201,Van,,,,35,1800,29,Pacific Bend Logistics,2025-02-14 21:04:00,,,,,,2025-02-18,quote,,1
1067,Kansas City,MO,US,,Chicago,IL,,,Van,,,,,1395,5,Stellar Freight Solutions,2024-09-16 15:35:00,,,,,,2024-09-19,lane,,1
1068,Indianapolis,IN,US,,Des Moines,IA,US,50301,Dump,,22135,,,2073,,,2025-05-12 09:22:00,,,,,,2025-05-26,lane,,1
1069,Newark,NJ,US,07102,St. Louis,MO,,,Dump,,,,,2532,29,Pacific Bend Logistics,2025-08-10 22:18:00,,,,TX-DAL,,2025-08-17,lane,,1
1070,Minneapolis,MN,,,Charlotte,NC,US,28201,Van,,32819,,,1287,,,2025-01-18 01:48:00,,,,,,2025-01-22,lane,,1
1071,Nashville,TN,US,,Los Angeles,CA,US,,Van Haz,,,,,1560,10,Tideland Logistics,2022-04-09 13:31:00,,,,,,2022-04-14,lane,,0
1072,Atlanta,GA,US,,Indianapolis,IN,,46204,Van,,,Paper Products,,1030,,,2025-06-29 13:59:00,2025-06-29 17:55:00,159,,TN-MEM,,,lane,,1
1073,Dallas,TX,US,75201,Cleveland,OH,,,Van,,,,,2570,30,Silver Spur Carriers,2024-02-03 22:30:00,,,,GA-ATL,,2024-02-11,lane,,1
1074,Long Beach,CA,US,,Des Moines,IA,US,,Dump,,20784,,,1704,27,Buckeye Hauling,2025-05-18 00:08:00,,,,,,2025-06-01,lane,,0
1075,New Orleans,LA,US,,Albuquerque,NM,,87101,Van,,,,,967,,,2023-07-29 13:12:00,,,,,,2023-08-11,lane,,1
1076,Miami,FL,,,Dallas,TX,US,,Van,,,,,2091,14,Polaris Freight Group,2022-05-14 10:13:00,,,,,,2022-05-25,lane,,1
1077,Seattle,WA,,98101,Miami,FL,US,,Van,,38520,,,1666,,,2022-03-19 22:29:00,,,,,,2022-03-29,quote,,1
1078,Cincinnati,OH,,45201,Salt Lake City,UT,US,,Dump,,,Auto Parts,25,1477,,,2023-03-02 11:49:00,,,,,,,quote,,1
1079,Los Angeles,CA,US,,Miami,FL,US,,Dump,,,,,1989,2,Crossroads Logistics,2022-08-02 07:00:00,,,,,,2022-08-13,quote,,1
1080,Dallas,TX,US,,Jacksonville,FL,US,,LTL Haz,,,,,634,,,2022-10-01 04:00:00,,,,TX-DAL,,2022-10-10,lane,,0
1081,Sacramento,CA,US,,Detroit,MI,,48201,Van,,22590,Steel Coils,,1310,,,2024-08-22 09:02:00,2024-08-22 09:27:00,29,,,,2024-08-31,quote,,0
1082,Indianapolis,IN,US,,Kansas City,MO,US,,LTL Haz,,,,96,1188,,,2024-08-23 00:50:00,,,,TN-MEM,,2024-09-03,lane,,1
1083,Miami,FL,US,,Denver,CO,US,,Van,,32212,,,1418,,,2024-09-15 04:50:00,,,,NJ-NWK,,,lane,,1
1084,Pittsburgh,PA,US,,Salt Lake City,UT,,,Van,,,,,1107,8,Northwind Trucking,2024-07-16 22:01:00,,,,,,2024-07-25,quote,,1
1085,Phoenix,AZ,US,,Denver,CO,US,,Van,,,,175,1880,19,Anchor Bay Transport,2023-10-13 15:50:00,,,,CA-LB,,2023-10-25,lane,,0
1086,Louisville,KY,US,,Chicago,IL,US,60601,Van,,44101,Food Grade,,2508,11,Granite State Transport,2022-01-18 10:26:00,,,,TX-DAL,,2022-01-31,lane,,1
1087,Albuquerque,NM,US,87101,Jacksonville,FL,US,,Van,,34745,,,1727,,,2023-12-28 19:10:00,,,,TN-MEM,,,lane,,1
1088,Orlando,FL,US,32801,Albuquerque,NM,US,,Van,,,,,1616,18,Pinepoint Freight,2023-06-25 14:45:00,2023-06-25 15:15:00,204,,,,2023-06-29,quote,,1
1089,Jacksonville,FL,,,Kansas City,MO,US,64101,Van,,,,,1424,8,Northwind Trucking,2023-04-27 06:14:00,,,,,,2023-05-03,lane,,1
1090,Louisville,KY,,,Minneapolis,MN,,55401,Van,,,Steel Coils,,1980,,,2024-12-06 19:05:00,,,,,,2024-12-11,quote,,1
1091,Richmond,VA,,23218,Cleveland,OH,,44101,Van,,,,,2648,8,Northwind Trucking,2025-05-03 12:14:00,,,,,,,quote,,1
1092,Dallas,TX,US,,Long Beach,CA,,,Van,,16420,,209,1230,,,2023-05-05 11:39:00,2023-05-05 14:15:00,144,,TX-DAL,,2023-05-06,lane,,1
1093,Richmond,VA,US,,Orlando,FL,US,,Van,,,,,1519,,,2024-08-08 19:51:00,,,,,,2024-08-13,quote,,1
1094,Portland,OR,,,Miami,FL,US,,Van,,,,65,1534,,,2025-05-07 14:00:00,,,,IL-MAIN,,2025-05-12,quote,,1
1095,Milwaukee,WI,US,,Houston,TX,US,,Van,,,,181,1632,24,Lighthouse Logistics,2024-08-04 17:05:00,,,,TX-DAL,,2024-08-12,lane,,0
1096,Louisville,KY,US,40201,Cleveland,OH,US,,Van,,33643,,,2064,8,Northwind Trucking,2022-11-05 21:31:00,2022-11-05 23:04:00,169,,GA-ATL,,2022-11-19,lane,,0
1097,Charlotte,NC,,,Omaha,NE,,68101,LTL,,,,,791,,,2025-08-05 04:55:00,2025-08-05 07:55:00,38,,,,2025-08-10,lane,,1
1098,Oklahoma City,OK,US,,Milwaukee,WI,US,53201,Van,,,,,2101,13,Frontier Hauling Co.,2025-06-30 10:57:00,2025-06-30 13:13:00,55,,CA-LB,,2025-07-02,lane,,1
1099,Indianapolis,IN,,,Oklahoma City,OK,US,73101,Van,,,,,2401,,,2023-08-31 11:14:00,,,,,,,quote,,1
1100,Omaha,NE,,,Miami,FL,US,33101,Dump,,,,,3176,13,Frontier Hauling Co.,2022-08-25 09:26:00,,,,,,2022-09-01,lane,,1
1101,Oklahoma City,OK,,,St. Louis,MO,US,63101,Van,,32648,Food Grade,,2459,19,Anchor Bay Transport,2025-01-26 22:01:00,,,,,,2025-01-30,quote,,1
1102,Chicago,IL,US,,Miami,FL,US,,Van,,,,,2156,1,Apex Freightways,2025-01-09 14:54:00,,,,,,2025-01-23,quote,,1
1103,Charlotte,NC,US,,Detroit,MI,US,,Van,,40867,,,1778,,,2025-06-28 22:03:00,,,,,,2025-07-03,lane,,1
1104,Newark,NJ,US,,Houston,TX,,,Van,,,Construction Materials,,1425,,,2025-04-23 00:52:00,,,,TN-MEM,,2025-05-05,quote,,1
1105,Albuquerque,NM,US,,Kansas City,MO,US,,Dump,,36991,,,2462,30,Silver Spur Carriers,2024-01-07 23:47:00,,,,,,2024-01-14,lane,,0
1106,Newark,NJ,US,,Detroit,MI,,,Van,,,Refrigerated Goods,,2644,,,2023-11-18 02:58:00,,,,,,2023-11-19,lane,,1
1107,Dallas,TX,US,75201,Cleveland,OH,US,,Van,,30859,,,1014,29,Pacific Bend Logistics,2024-08-06 23:47:00,2024-08-07 00:54:00,183,,TX-DAL,,2024-08-11,quote,,1
1108,Phoenix,AZ,,85001,Salt Lake City,UT,US,,Van,,,,,1705,,,2021-12-23 20:00:00,2021-12-23 21:45:00,152,,,,,lane,,1
1109,Richmond,VA,US,,Sacramento,CA,US,,Dump,,,Recycled Metals,,2805,,,2024-12-20 15:44:00,2024-12-20 16:09:00,47,,,,2024-12-27,lane,,1
1110,Houston,TX,US,,New Orleans,LA,US,70112,Van,,37791,,122,1659,5,Stellar Freight Solutions,2025-06-08 10:34:00,2025-06-08 11:24:00,85,,TX-DAL,,2025-06-17,lane,,1
1111,Long Beach,CA,US,,Birmingham,AL,,35201,Flatbed,,,,,2337,,,2023-09-29 01:04:00,,,,TN-MEM,,2023-10-04,lane,,1
1112,Portland,OR,US,,Louisville,KY,US,,Van,,35967,,164,1126,,,2024-10-22 08:20:00,2024-10-22 09:56:00,227,,,,,lane,,0
1113,Columbus,OH,US,,Chicago,IL,US,,Dump,,,,,2093,,,2025-04-26 17:55:00,,,,TN-MEM,,2025-05-04,lane,,1
1114,Richmond,VA,,,Dallas,TX,,,Van,,34346,,,2115,,,2022-05-15 02:03:00,,,,,,2022-05-20,lane,,1
1115,Louisville,KY,,,Newark,NJ,US,07102,Dump,,,Recycled Metals,,1949,10,Tideland Logistics,2024-10-05 03:24:00,,,,,,2024-10-11,lane,,1
1116,Kansas City,MO,US,,Miami,FL,US,,Van,1,20783,,,1943,,,2023-12-03 22:23:00,2023-12-04 00:22:00,179,,,,2023-12-15,quote,,1
1117,Des Moines,IA,US,,Newark,NJ,US,,Van,,,,,955,13,Frontier Hauling Co.,2023-09-19 23:44:00,2023-09-20 00:03:00,121,,,,2023-09-22,quote,,0
1118,Pittsburgh,PA,,,Phoenix,AZ,,85001,Van,,41405,,,1749,9,Summit Trail Freight,2024-12-31 11:31:00,,,,,,2025-01-02,lane,,0
1119,Memphis,TN,,38101,Cleveland,OH,US,44101,Van,,24305,,,1458,,,2025-10-17 22:08:00,,,,,,2025-10-23,quote,,1
1120,Indianapolis,IN,,46204,Memphis,TN,US,,Van,,16578,,,1907,7,Cardinal Carriers,2022-01-23 09:42:00,,,,,,,lane,,0
1121,Phoenix,AZ,US,,Milwaukee,WI,US,,Dump,,18815,,,1202,2,Crossroads Logistics,2023-12-05 22:48:00,,,,,,2023-12-06,quote,,0
1122,Atlanta,GA,US,30303,St. Louis,MO,US,,Van,,,Beverages,,1980,22,Vanguard Freight Co.,2025-10-14 10:44:00,,,,GA-ATL,,2025-10-23,lane,,1
1123,Memphis,TN,,,Albuquerque,NM,,,Van,,,,,1445,23,Driftless Trucking,2022-10-04 20:27:00,,,,,,2022-10-18,lane,,1
1124,Salt Lake City,UT,US,,Boise,ID,US,,Van,,,Recycled Metals,,2013,5,Stellar Freight Solutions,2025-01-28 00:55:00,,,,,,2025-02-01,lane,,1
1125,Memphis,TN,,38101,Long Beach,CA,US,,Van,,,,,1876,,,2024-02-05 22:55:00,2024-02-06 01:03:00,142,,OH-COL,,2024-02-08,quote,,0
1126,Kansas City,MO,,64101,Birmingham,AL,US,,Van,,,,,1925,,,2022-11-22 13:27:00,,,,,,2022-12-04,lane,,0
1127,Reno,NV,US,,Richmond,VA,,,Van,,46235,,,1764,11,Granite State Transport,2024-08-10 07:51:00,,,,,,2024-08-13,lane,,1
1128,Memphis,TN,,,Houston,TX,US,,Dump,,27351,Construction Materials,,2314,,,2023-07-23 14:06:00,,,,,,,quote,,1
1129,Louisville,KY,US,,Atlanta,GA,,,Van,,,,,2049,,,2023-11-06 01:00:00,,,,,,2023-11-11,quote,,1
1130,Memphis,TN,,,Newark,NJ,US,,Van,,33037,Consumer Goods,,1207,,,2022-11-02 20:00:00,2022-11-02 22:11:00,120,,,,,quote,,1
1131,Boise,ID,US,,Memphis,TN,,,Van,,,,,2072,9,Summit Trail Freight,2021-12-22 15:40:00,2021-12-22 16:16:00,227,,,,2021-12-25,lane,,1
1132,Los Angeles,CA,US,,Jacksonville,FL,US,32099,Van,,39931,,,1876,,,2024-11-08 19:23:00,,,,,,2024-11-16,lane,,0
1133,Reno,NV,,,Milwaukee,WI,,,Van,,29984,,,2090,,,2024-05-24 21:47:00,,,,,,2024-06-06,quote,,1
1134,Charlotte,NC,US,,Indianapolis,IN,,46204,Van,,,,,1423,29,Pacific Bend Logistics,2025-04-08 15:23:00,,,,,,2025-04-17,quote,,1
1135,Richmond,VA,,23218,Denver,CO,US,80201,Van,,,,,2197,,,2021-09-26 23:50:00,,,,,,,lane,,1
1136,Detroit,MI,US,48201,Omaha,NE,,68101,Van,,,,,1385,,,2024-03-01 23:31:00,,,,,,,lane,,1
1137,Salt Lake City,UT,,,Atlanta,GA,,,Dump,,,,,1283,8,Northwind Trucking,2024-12-14 00:19:00,,,,CA-LB,,2024-12-17,lane,,1
1138,Denver,CO,,,Detroit,MI,,,Van,,,,,1200,29,Pacific Bend Logistics,2025-01-11 03:07:00,2025-01-11 05:57:00,110,,OH-COL,,2025-01-16,quote,,1
1139,Oklahoma City,OK,US,,Pittsburgh,PA,US,,Van,,43271,,,2658,,,2025-01-01 11:22:00,,,,,,,lane,,1
1140,Pittsburgh,PA,US,,Birmingham,AL,US,,Dump,,31395,Steel Coils,128,1912,,,2025-02-20 04:30:00,2025-02-20 08:08:00,47,,,,2025-02-24,lane,,1
1141,Long Beach,CA,US,90802,St. Louis,MO,US,,LTL,,,,,475,,,2024-05-24 16:07:00,,,,,,,lane,,1
1142,Houston,TX,US,,Louisville,KY,,,LTL,,,,,462,,,2022-02-28 10:02:00,,,,,,2022-03-14,lane,,0
1143,Sacramento,CA,US,,Boise,ID,US,83701,Van,,24519,,,1564,,,2023-08-20 11:54:00,,,,,,2023-08-31,quote,,1
1144,Seattle,WA,US,,Cincinnati,OH,,,Van,,,,29,2031,3,Beacon Transport,2024-09-08 02:07:00,,,,,,2024-09-09,lane,,1
1145,Kansas City,MO,US,64101,Des Moines,IA,US,,Van,,,,,1988,26,Old Glory Freight,2024-11-24 03:20:00,2024-11-24 03:59:00,194,,,,2024-12-05,lane,,1
1146,Dallas,TX,US,,Albuquerque,NM,US,,Van,,,,184,2316,22,Vanguard Freight Co.,2024-09-21 05:06:00,,,,,,2024-10-01,lane,,1
1147,Richmond,VA,US,,Buffalo,NY,US,,Van Haz,,,,,1335,,,2025-06-06 01:16:00,,,,,,2025-06-19,lane,,1
1148,Dallas,TX,US,75201,Kansas City,MO,,,Van,,,,,2319,22,Vanguard Freight Co.,2023-12-30 12:03:00,2023-12-30 15:24:00,32,,,,2024-01-09,lane,,1
1149,Houston,TX,US,77002,Charlotte,NC,,,Van,,39595,Mixed Load,,1008,,,2024-03-01 02:03:00,,,,OH-COL,,2024-03-05,lane,,1
1150,Houston,TX,US,,Portland,OR,US,,Van,,,,,2101,23,Driftless Trucking,2025-03-07 13:14:00,,,,CA-LB,,2025-03-16,lane,,1
1151,Atlanta,GA,,,Memphis,TN,US,38101,Van,,,,,1722,9,Summit Trail Freight,2023-05-28 22:06:00,,,,,,,lane,,1
1152,Seattle,WA,US,,Los Angeles,CA,US,90001,LTL Haz,,6153,,,938,,,2025-03-08 02:39:00,,,,,,2025-03-14,lane,,1
1153,Newark,NJ,US,07102,Albuquerque,NM,US,,Van,,,,,2276,25,Wayfinder Carriers,2022-10-14 13:15:00,,,,IL-MAIN,,2022-10-17,lane,,1
1154,Atlanta,GA,US,,Kansas City,MO,,64101,Van Haz,,40623,,,3658,14,Polaris Freight Group,2024-12-04 22:48:00,,,,GA-ATL,,2024-12-06,lane,,1
1155,Long Beach,CA,US,,Seattle,WA,US,98101,Van,,42240,,,1371,9,Summit Trail Freight,2023-04-05 19:25:00,,,,,,,lane,,1
1156,Pittsburgh,PA,,,Chicago,IL,US,,Van,,20161,Auto Parts,104,2277,,,2023-03-23 21:38:00,,,,,,2023-04-04,lane,,1
1157,Jacksonville,FL,US,,Houston,TX,,,Van,18,,,,1206,,,2022-01-24 23:59:00,,,,TX-DAL,,2022-01-26,quote,,0
1158,New Orleans,LA,US,70112,Denver,CO,US,,Dump,,,,,1695,,,2024-09-15 23:33:00,,,,TX-DAL,,,lane,,1
1159,Milwaukee,WI,,,Salt Lake City,UT,,84101,Van,,35537,,,1631,14,Polaris Freight Group,2024-07-09 17:42:00,2024-07-09 21:32:00,22,,OH-COL,,2024-07-17,quote,,1
1160,Milwaukee,WI,,53201,Richmond,VA,US,,Van,,,,,2141,,,2023-03-20 17:32:00,2023-03-20 20:00:00,234,,,,,lane,,1
1161,Houston,TX,US,,Louisville,KY,,,Van,,22899,,141,2344,16,Coastline Carriers,2025-03-22 22:10:00,2025-03-22 23:08:00,225,,,,,lane,,1
1162,Richmond,VA,US,,Salt Lake City,UT,US,,LTL,,,,102,528,,,2024-05-26 10:32:00,2024-05-26 13:31:00,127,,,,,lane,,1
1163,Denver,CO,,80201,Long Beach,CA,,,Van,,,,,2417,,,2022-04-04 19:44:00,,,,,,2022-04-06,quote,,1
1164,Atlanta,GA,US,,Newark,NJ,,,Dump,,,,,2278,4,Iron Range Carriers,2023-04-17 19:16:00,,,,IL-MAIN,,2023-04-21,lane,,1
1165,Buffalo,NY,US,,Atlanta,GA,US,30303,Dump,,33190,,,3055,24,Lighthouse Logistics,2024-12-12 09:23:00,,,,,,2024-12-20,lane,,0
1166,Milwaukee,WI,,53201,Minneapolis,MN,US,55401,Van,,,,,1760,16,Coastline Carriers,2025-06-24 06:39:00,,,,,,,lane,,0
1167,Jacksonville,FL,,32099,Long Beach,CA,US,,Dump,,,,,1479,11,Granite State Transport,2025-06-27 23:14:00,,,,OH-COL,,2025-07-08,lane,,0
1168,Indianapolis,IN,US,,Memphis,TN,US,38101,Van,,20954,,,1112,,,2023-05-07 11:00:00,,,,GA-ATL,,2023-05-14,lane,,1
1169,Reno,NV,US,,Buffalo,NY,US,,Dump,,,,71,3218,,,2023-01-30 01:20:00,,,,,,2023-02-04,lane,,1
1170,Phoenix,AZ,US,,Buffalo,NY,US,,Van,,,,,1586,,,2024-08-07 05:02:00,,,,,,2024-08-15,lane,,1
1171,Houston,TX,US,,Reno,NV,US,,LTL,,,,,467,14,Polaris Freight Group,2024-11-22 19:50:00,2024-11-22 23:15:00,98,,,,2024-12-03,lane,,0
1172,Nashville,TN,US,,Cleveland,OH,US,44101,Van,,17443,,,1813,,,2025-09-26 23:33:00,,,,GA-ATL,,,lane,,1
1173,Jacksonville,FL,,,Cleveland,OH,,44101,Van,,,,,2584,,,2021-09-15 11:10:00,,,,,,,quote,,0
1174,Louisville,KY,US,,Miami,FL,,33101,Van,,,,,1841,25,Wayfinder Carriers,2024-09-02 15:25:00,,,,,,2024-09-04,lane,,1
1175,Minneapolis,MN,US,,Portland,OR,US,,Van,,,,,1091,,,2024-02-08 18:34:00,,,,TN-MEM,,2024-02-09,quote,,1
1176,Cleveland,OH,,,Sacramento,CA,US,95814,Van,,,Beverages,,2210,11,Granite State Transport,2025-10-20 14:06:00,,,,,,2025-10-26,quote,,1
1177,Cleveland,OH,,,Miami,FL,,,Dump,,33234,,231,1780,,,2025-11-21 19:56:00,,,,,,2025-11-30,lane,,1
1178,Nashville,TN,,,St. Louis,MO,US,,Van,,,,,1123,,,2024-04-02 22:34:00,,,,,,,lane,,1
1179,Portland,OR,US,,Orlando,FL,US,32801,Van,,,,,2265,18,Pinepoint Freight,2022-04-09 13:48:00,,,,,,2022-04-14,quote,,0
1180,Indianapolis,IN,,,Cincinnati,OH,US,45201,Van,,39174,,69,1165,,,2024-09-02 02:51:00,,,,,,2024-09-15,lane,,1
1181,Cleveland,OH,US,,Nashville,TN,US,,Van,,,,,2229,4,Iron Range Carriers,2023-03-07 19:16:00,,,,,,,lane,,0
1182,Cincinnati,OH,US,,Pittsburgh,PA,,,Van,,,,,1144,13,Frontier Hauling Co.,2023-08-09 11:29:00,,,,,,2023-08-20,quote,,1
1183,Oklahoma City,OK,,,Seattle,WA,,,Van,,,,,2427,15,Meridian Trucking,2023-07-16 07:18:00,,,,,,2023-07-19,lane,,1
1184,Nashville,TN,,37201,Indianapolis,IN,,,Van,,35780,,,2257,,,2024-04-13 14:22:00,2024-04-13 16:56:00,133,,OH-COL,,2024-04-18,quote,,0
1185,Seattle,WA,,,Minneapolis,MN,US,,Van,,,,,2340,,,2022-11-03 23:18:00,,,,TX-DAL,,2022-11-12,quote,,0
1186,Chicago,IL,US,,Atlanta,GA,,,Van,,,Recycled Metals,46,2256,14,Polaris Freight Group,2025-05-27 18:47:00,2025-05-27 19:04:00,208,,,,2025-06-01,lane,,1
1187,Phoenix,AZ,US,,Albuquerque,NM,,,Van,,,,,1665,21,Skyline Logistics,2024-03-03 08:25:00,,,,,,2024-03-08,quote,,0
1188,Portland,OR,US,,Boise,ID,US,,Van,,,Beverages,,930,,,2021-08-08 11:45:00,2021-08-08 13:30:00,107,,TX-DAL,,,lane,,0
1189,Phoenix,AZ,,,Jacksonville,FL,US,32099,Van,,29174,,,2476,,,2024-09-26 13:11:00,,,,,,2024-09-27,lane,,1
1190,Denver,CO,US,80201,Kansas City,MO,US,,Van,,,,,2243,,,2025-06-08 04:00:00,2025-06-08 06:37:00,87,,OH-COL,,2025-06-09,lane,,1
1191,Milwaukee,WI,US,,Orlando,FL,US,,Van,,24263,,,1539,9,Summit Trail Freight,2022-06-21 02:13:00,,,,,,2022-07-02,lane,,1
1192,Kansas City,MO,US,,Newark,NJ,US,,Van,,,,,2170,,,2023-09-18 19:51:00,,,,,,,lane,,0
1193,Portland,OR,US,,Birmingham,AL,US,35201,Van,,21009,Mixed Load,,1885,,,2023-01-01 17:13:00,,,,,,2023-01-05,quote,,0
1194,St. Louis,MO,US,,Orlando,FL,,,Van,,,,,2424,,,2024-09-10 11:36:00,,,,IL-MAIN,,,lane,,1
1195,Detroit,MI,,48201,Charlotte,NC,US,,Van,,17555,,,1241,,,2024-10-16 11:12:00,,,,,,,lane,,1
1196,Boise,ID,US,,Orlando,FL,US,,Dump,,,Aggregate,,1783,,,2023-09-06 13:47:00,,,,,,2023-09-18,quote,,1
1197,Dallas,TX,,,Milwaukee,WI,,53201,Van,,,Mixed Load,,2667,20,Crestwood Carriers,2025-09-19 23:51:00,2025-09-20 01:40:00,46,,,,,lane,,0
1198,Newark,NJ,US,,Minneapolis,MN,US,,Van,,41352,,,1206,,,2025-04-21 04:09:00,,,,,,2025-04-29,lane,,1
1199,Chicago,IL,US,,Salt Lake City,UT,,,Van,,23487,,,2268,,,2024-11-07 20:40:00,,,,,,,lane,,1
1200,Oklahoma City,OK,,,Columbus,OH,,,Van,,17929,,,1496,,,2024-07-13 03:09:00,,,,,,2024-07-19,quote,,1
1201,Boise,ID,US,,Memphis,TN,US,38101,Van,,,,,1374,,,2025-04-30 08:00:00,,,,,,2025-05-05,quote,,1
1202,Albuquerque,NM,,,Denver,CO,US,,Van,,,,,1142,,,2024-12-04 06:02:00,2024-12-04 07:43:00,104,,,,2024-12-10,lane,,1
1203,Charlotte,NC,US,,Houston,TX,US,,Van,9,20779,,,2686,,,2025-11-06 13:41:00,2025-11-06 17:40:00,55,,,,,lane,,1
1204,Buffalo,NY,US,,Chicago,IL,US,60601,Van,,,,,2682,8,Northwind Trucking,2023-02-28 03:48:00,,,,,,2023-03-09,lane,,1
